author,commits,prs,comments,reviews,raw_score,score,tier,overall_rank,tier_rank,percentile
pradhanpk,1,3,0,0,35,35,contributor,1443,363,82.83
sakshi2894,1,3,0,0,35,35,contributor,1443,363,82.83
Alexis BRENON,7,0,0,0,35,35,active,1443,724,82.83
Giovanni Briggs,7,0,0,0,35,35,active,1443,724,82.83
jbrownlucid,1,3,0,0,35,35,contributor,1443,363,82.83
Jacob Ferriero,7,0,0,0,35,35,active,1443,724,82.83
Marcos Marx,7,0,0,0,35,35,active,1443,724,82.83
Sarthak Vaish,7,0,0,0,35,35,active,1443,724,82.83
vshshjn7,1,2,5,0,35,35,contributor,1443,363,82.83
Eric Gao,7,0,0,0,35,35,active,1443,724,82.83
S S Rohit,7,0,0,0,35,35,active,1443,724,82.83
Sergio Ballesteros,7,0,0,0,35,35,active,1443,724,82.83
pdambrauskas,1,3,0,0,35,35,contributor,1443,363,82.83
Abdur-Rahmaan Janhangeer,7,0,0,0,35,35,active,1443,724,82.83
owlphi,1,3,0,0,35,35,contributor,1443,363,82.83
George Sakkis,7,0,0,0,35,35,active,1443,724,82.83
Hao Liang,7,0,0,0,35,35,active,1443,724,82.83
mishikaSingh,1,3,0,0,35,35,contributor,1443,363,82.83
Usiel Riedl,7,0,0,0,35,35,active,1443,724,82.83
kevinalh,0,2,3,3,35,35,contributor,1443,363,82.83
Anita Fronczak,7,0,0,0,35,35,active,1443,724,82.83
Andy Cooper,7,0,0,0,35,35,active,1443,724,82.83
Poorvi Rohidekar,7,0,0,0,35,35,active,1443,724,82.83
abdul-stripe,1,3,0,0,35,35,contributor,1443,363,82.83
BaoshanGu,1,3,0,0,35,35,contributor,1443,363,82.83
Idris Adebisi,7,0,0,0,35,35,active,1443,724,82.83
Ronaldo Campos,7,0,0,0,35,35,active,1443,724,82.83
Rafael Carrasco,7,0,0,0,35,35,active,1443,724,82.83
cris-b,1,3,0,0,35,35,contributor,1443,363,82.83
Madison Swain-Bowden,7,0,0,0,35,35,active,1443,724,82.83
Aaron Wolmutt,7,0,0,0,35,35,active,1443,724,82.83
roc,7,0,0,0,35,35,active,1443,724,82.83
Dylan Rajguru,7,0,0,0,35,35,active,1443,724,82.83
Kevin Liu,7,0,0,0,35,35,active,1443,724,82.83
Mikaël Ducharme,7,0,0,0,35,35,active,1443,724,82.83
Yingbo Wang,7,0,0,0,35,35,active,1443,724,82.83
antonymayi,1,3,0,0,35,35,contributor,1443,363,82.83
npodewitz,1,3,0,0,35,35,contributor,1443,363,82.83
fuxiao224,0,3,2,0,34,34,contributor,1492,379,82.29
sumeshpremraj,0,3,2,0,34,34,contributor,1492,379,82.29
shcherbin,0,2,7,0,34,34,contributor,1492,379,82.29
marshall7m,0,1,12,0,34,34,contributor,1492,379,82.29
mattusifer,0,3,2,0,34,34,contributor,1492,379,82.29
ylnsnv,0,2,7,0,34,34,contributor,1492,379,82.29
SalAlba,0,2,7,0,34,34,contributor,1492,379,82.29
yupbank,0,3,2,0,34,34,contributor,1492,379,82.29
mwojtyczka,0,1,12,0,34,34,contributor,1492,379,82.29
naseemshah,0,2,7,0,34,34,contributor,1492,379,82.29
stelsemeyer-m60,0,3,2,0,34,34,contributor,1492,379,82.29
Saadmadni84,0,2,7,0,34,34,contributor,1492,379,82.29
pyrr,0,3,2,0,34,34,contributor,1492,379,82.29
DMilmont,0,3,2,0,34,34,contributor,1492,379,82.29
ismailsimsek,0,1,12,0,34,34,contributor,1492,379,82.29
sortega,0,3,2,0,34,34,contributor,1492,379,82.29
Goodkat,0,3,2,0,34,34,contributor,1492,379,82.29
akrava,0,3,2,0,34,34,contributor,1492,379,82.29
ahzaz,0,2,7,0,34,34,contributor,1492,379,82.29
fbertos,0,2,7,0,34,34,contributor,1492,379,82.29
shyft-mike,0,1,12,0,34,34,contributor,1492,379,82.29
pavel-lexyr,0,3,2,0,34,34,contributor,1492,379,82.29
mjsqu,2,2,2,0,34,34,contributor,1492,379,82.29
rayrrr,0,3,2,0,34,34,contributor,1492,379,82.29
vanducng,0,3,2,0,34,34,contributor,1492,379,82.29
marcelo-franceschini,0,3,2,0,34,34,contributor,1492,379,82.29
Shally-Katariya,0,3,2,0,34,34,contributor,1492,379,82.29
ankurbajaj9,0,3,2,0,34,34,contributor,1492,379,82.29
luos-fc,0,3,2,0,34,34,contributor,1492,379,82.29
RyanSiu1995,0,3,2,0,34,34,contributor,1492,379,82.29
oleksiidav,0,2,7,0,34,34,contributor,1492,379,82.29
armandsauzay,0,3,2,0,34,34,contributor,1492,379,82.29
jon-fearer,2,2,2,0,34,34,contributor,1492,379,82.29
Lukas1v,2,2,2,0,34,34,contributor,1492,379,82.29
brian-lavery,0,2,7,0,34,34,contributor,1492,379,82.29
functicons,0,3,2,0,34,34,contributor,1492,379,82.29
tyrellcurry,0,2,7,0,34,34,contributor,1492,379,82.29
juditnovak,0,3,2,0,34,34,contributor,1492,379,82.29
curlup,0,3,2,0,34,34,contributor,1492,379,82.29
j143,0,3,2,0,34,34,contributor,1492,379,82.29
Vamsi-klu,0,3,2,0,34,34,contributor,1492,379,82.29
rzjfr,0,3,2,0,34,34,contributor,1492,379,82.29
andormarkus,0,3,1,0,32,32,contributor,1534,421,81.72
KevinYanesG,2,2,1,0,32,32,contributor,1534,421,81.72
jwitz,0,2,6,0,32,32,contributor,1534,421,81.72
ramonvermeulen,0,3,1,0,32,32,contributor,1534,421,81.72
vishakha1411,0,3,1,0,32,32,contributor,1534,421,81.72
hhhonzik,0,3,1,0,32,32,contributor,1534,421,81.72
tchakib,0,2,6,0,32,32,contributor,1534,421,81.72
enima2684,0,2,6,0,32,32,contributor,1534,421,81.72
shakeelansari63,0,3,1,0,32,32,contributor,1534,421,81.72
themadcoder23,0,3,1,0,32,32,contributor,1534,421,81.72
isharghura,0,3,1,0,32,32,contributor,1534,421,81.72
lucacavazzana,0,1,11,0,32,32,contributor,1534,421,81.72
marekhanus,0,3,1,0,32,32,contributor,1534,421,81.72
sergioesca4,0,2,6,0,32,32,contributor,1534,421,81.72
saifxyzyz,0,2,6,0,32,32,contributor,1534,421,81.72
e-roux,0,3,1,0,32,32,contributor,1534,421,81.72
mpeteuil,0,3,1,0,32,32,contributor,1534,421,81.72
harryplumer,2,2,1,0,32,32,contributor,1534,421,81.72
dacohen,0,3,1,0,32,32,contributor,1534,421,81.72
bbenzikry,0,3,1,0,32,32,contributor,1534,421,81.72
piotrlinski,0,2,6,0,32,32,contributor,1534,421,81.72
GlenboLake,2,2,1,0,32,32,contributor,1534,421,81.72
caitpj,0,3,1,0,32,32,contributor,1534,421,81.72
jaegwonseo,0,2,6,0,32,32,contributor,1534,421,81.72
skypher,0,3,1,0,32,32,contributor,1534,421,81.72
avinashpandeshwar,0,3,1,0,32,32,contributor,1534,421,81.72
Vasu-Madaan,0,2,6,0,32,32,contributor,1534,421,81.72
prakash12,0,3,1,0,32,32,contributor,1534,421,81.72
asaf400,0,2,6,0,32,32,contributor,1534,421,81.72
kubatyszko,0,3,1,0,32,32,contributor,1534,421,81.72
if-i,0,3,1,0,32,32,contributor,1534,421,81.72
nlecoy,0,3,1,0,32,32,contributor,1534,421,81.72
ewljmgzbyydh123,0,3,1,0,32,32,contributor,1534,421,81.72
eeeclipse,2,2,1,0,32,32,contributor,1534,421,81.72
pemiranda-clgx,0,2,6,0,32,32,contributor,1534,421,81.72
xgao1023,0,1,11,0,32,32,contributor,1534,421,81.72
schattian,0,2,6,0,32,32,contributor,1534,421,81.72
Dev232001,0,2,6,0,32,32,contributor,1534,421,81.72
danielbe11,0,3,1,0,32,32,contributor,1534,421,81.72
jsnb-devoted,0,3,1,0,32,32,contributor,1534,421,81.72
SavingFrame,0,2,6,0,32,32,contributor,1534,421,81.72
10lite,0,3,1,0,32,32,contributor,1534,421,81.72
LucasRoesler,0,3,1,0,32,32,contributor,1534,421,81.72
xpgcrx,0,2,6,0,32,32,contributor,1534,421,81.72
javatarz,0,3,1,0,32,32,contributor,1534,421,81.72
timkpaine,0,2,6,0,32,32,contributor,1534,421,81.72
chrfoyer,0,2,3,2,32,32,contributor,1534,421,81.72
triptec,0,3,1,0,32,32,contributor,1534,421,81.72
levahim,0,3,1,0,32,32,contributor,1534,421,81.72
jmaicher,0,3,1,0,32,32,contributor,1534,421,81.72
mixilchenko,0,3,1,0,32,32,contributor,1534,421,81.72
stavdav143,0,3,1,0,32,32,contributor,1534,421,81.72
GaneshPatil7517,0,3,1,0,32,32,contributor,1534,421,81.72
iJanki-gr,0,3,1,0,32,32,contributor,1534,421,81.72
hakuno,0,3,1,0,32,32,contributor,1534,421,81.72
0x26res,1,2,3,0,31,31,contributor,1589,476,81.37
cBiscuitSurprise,1,1,8,0,31,31,contributor,1589,476,81.37
eldar-elne,1,2,3,0,31,31,contributor,1589,476,81.37
JoshuaXOng,1,2,3,0,31,31,contributor,1589,476,81.37
ernest-kr,1,2,3,0,31,31,contributor,1589,476,81.37
samgans,2,2,0,0,30,30,contributor,1594,481,79.9
prodonjs,0,3,0,0,30,30,contributor,1594,481,79.9
tal181,2,2,0,0,30,30,contributor,1594,481,79.9
dbatten5,2,2,0,0,30,30,contributor,1594,481,79.9
philipgray,0,2,5,0,30,30,contributor,1594,481,79.9
fjmacagno,0,2,5,0,30,30,contributor,1594,481,79.9
Abhishek1559,0,3,0,0,30,30,contributor,1594,481,79.9
bernardocouto,0,3,0,0,30,30,contributor,1594,481,79.9
Ratasa143,0,3,0,0,30,30,contributor,1594,481,79.9
benoyantony,2,2,0,0,30,30,contributor,1594,481,79.9
lgov,0,3,0,0,30,30,contributor,1594,481,79.9
dmateusp,0,3,0,0,30,30,contributor,1594,481,79.9
cinhil,0,3,0,0,30,30,contributor,1594,481,79.9
idralyuk,0,3,0,0,30,30,contributor,1594,481,79.9
shibataka000,2,2,0,0,30,30,contributor,1594,481,79.9
happyjulie,0,3,0,0,30,30,contributor,1594,481,79.9
andrewldesousa,0,3,0,0,30,30,contributor,1594,481,79.9
bskim45,0,3,0,0,30,30,contributor,1594,481,79.9
sgromme,0,3,0,0,30,30,contributor,1594,481,79.9
camshrun,0,3,0,0,30,30,contributor,1594,481,79.9
junaiddshaukat,0,3,0,0,30,30,contributor,1594,481,79.9
newtonle,0,3,0,0,30,30,contributor,1594,481,79.9
d-lee,0,3,0,0,30,30,contributor,1594,481,79.9
liuyonghengheng,0,1,10,0,30,30,contributor,1594,481,79.9
amordoch,0,3,0,0,30,30,contributor,1594,481,79.9
bhavika,0,3,0,0,30,30,contributor,1594,481,79.9
JackDanger,0,3,0,0,30,30,contributor,1594,481,79.9
jcao219,0,3,0,0,30,30,contributor,1594,481,79.9
wdhorton,0,3,0,0,30,30,contributor,1594,481,79.9
zeninpalm,0,3,0,0,30,30,contributor,1594,481,79.9
infused-kim,0,3,0,0,30,30,contributor,1594,481,79.9
UnclaimedPants,0,3,0,0,30,30,contributor,1594,481,79.9
Dmitry Zhyhimont,6,0,0,0,30,30,active,1594,757,79.9
Sung Yun,6,0,0,0,30,30,active,1594,757,79.9
beobest2,0,1,4,4,30,30,contributor,1594,481,79.9
RyuSA,2,2,0,0,30,30,contributor,1594,481,79.9
anukrati1507,2,2,0,0,30,30,contributor,1594,481,79.9
Idan Tepper,6,0,0,0,30,30,active,1594,757,79.9
BrechtDeVlieger,2,2,0,0,30,30,contributor,1594,481,79.9
jkbngl,0,3,0,0,30,30,contributor,1594,481,79.9
Edward Wang,6,0,0,0,30,30,active,1594,757,79.9
GitStart-AirFlow,6,0,0,0,30,30,active,1594,757,79.9
lopesdiego12,0,3,0,0,30,30,contributor,1594,481,79.9
rbarrette,0,3,0,0,30,30,contributor,1594,481,79.9
jayceslesar,0,3,0,0,30,30,contributor,1594,481,79.9
SakshamSinghal20,0,2,5,0,30,30,contributor,1594,481,79.9
azban,0,3,0,0,30,30,contributor,1594,481,79.9
biellls,2,2,0,0,30,30,contributor,1594,481,79.9
rafaelpierre,0,2,5,0,30,30,contributor,1594,481,79.9
kncatalan,0,2,5,0,30,30,contributor,1594,481,79.9
tkaymak,0,3,0,0,30,30,contributor,1594,481,79.9
jakepage11,2,2,0,0,30,30,contributor,1594,481,79.9
matthiashuschle,2,2,0,0,30,30,contributor,1594,481,79.9
mylons,0,3,0,0,30,30,contributor,1594,481,79.9
hegongwork,0,1,10,0,30,30,contributor,1594,481,79.9
ron-damon,2,2,0,0,30,30,contributor,1594,481,79.9
Vadim Vladimirov,6,0,0,0,30,30,active,1594,757,79.9
ttomasz,2,2,0,0,30,30,contributor,1594,481,79.9
ChanglinZhou,0,2,5,0,30,30,contributor,1594,481,79.9
sjmiller609,0,3,0,0,30,30,contributor,1594,481,79.9
rafyzg,2,2,0,0,30,30,contributor,1594,481,79.9
duyet,0,3,0,0,30,30,contributor,1594,481,79.9
Michał Misiewicz,6,0,0,0,30,30,active,1594,757,79.9
krisfur,0,1,10,0,30,30,contributor,1594,481,79.9
Younghee Kwon,6,0,0,0,30,30,active,1594,757,79.9
danfrankj,0,3,0,0,30,30,contributor,1594,481,79.9
Patrick Cando,6,0,0,0,30,30,active,1594,757,79.9
Antoni Smoliński,6,0,0,0,30,30,active,1594,757,79.9
elizabethhalper,0,3,0,0,30,30,contributor,1594,481,79.9
George,6,0,0,0,30,30,active,1594,757,79.9
ipsatrivedi,2,2,0,0,30,30,contributor,1594,481,79.9
shubhamkoti,2,2,0,0,30,30,contributor,1594,481,79.9
d3cay1-zz,0,3,0,0,30,30,contributor,1594,481,79.9
odracci,0,3,0,0,30,30,contributor,1594,481,79.9
gaurav8297,0,2,5,0,30,30,contributor,1594,481,79.9
shaneikennedy,0,3,0,0,30,30,contributor,1594,481,79.9
acroos,0,1,10,0,30,30,contributor,1594,481,79.9
Joao Amaral,6,0,0,0,30,30,active,1594,757,79.9
santosh-d3vpl3x,0,3,0,0,30,30,contributor,1594,481,79.9
plockaby,0,2,5,0,30,30,contributor,1594,481,79.9
hixus,2,2,0,0,30,30,contributor,1594,481,79.9
nrhvyc,0,3,0,0,30,30,contributor,1594,481,79.9
joshi95,0,3,0,0,30,30,contributor,1594,481,79.9
Maham Ali,6,0,0,0,30,30,active,1594,757,79.9
forevernull,2,2,0,0,30,30,contributor,1594,481,79.9
yati-sagade,0,3,0,0,30,30,contributor,1594,481,79.9
easontm,0,3,0,0,30,30,contributor,1594,481,79.9
AkinduH,0,3,0,0,30,30,contributor,1594,481,79.9
imbaczek,0,3,0,0,30,30,contributor,1594,481,79.9
plutaniano,0,3,0,0,30,30,contributor,1594,481,79.9
Jasminekaur2005,0,3,0,0,30,30,contributor,1594,481,79.9
Steve Zhang,6,0,0,0,30,30,active,1594,757,79.9
luispedroemg,2,2,0,0,30,30,contributor,1594,481,79.9
Renze Post,6,0,0,0,30,30,active,1594,757,79.9
yenchenLiu,0,3,0,0,30,30,contributor,1594,481,79.9
nikhilnadig28,0,3,0,0,30,30,contributor,1594,481,79.9
tgrandje,0,3,0,0,30,30,contributor,1594,481,79.9
andrzejsydor,2,2,0,0,30,30,contributor,1594,481,79.9
vineetgoel,0,3,0,0,30,30,contributor,1594,481,79.9
MatthieuBlais,0,3,0,0,30,30,contributor,1594,481,79.9
Yeonguk,6,0,0,0,30,30,active,1594,757,79.9
markusschmaus,0,3,0,0,30,30,contributor,1594,481,79.9
stephsi,0,3,0,0,30,30,contributor,1594,481,79.9
Oleksandr Yarushevskyi,6,0,0,0,30,30,active,1594,757,79.9
Igor Kholopov,6,0,0,0,30,30,active,1594,757,79.9
craigforster,0,3,0,0,30,30,contributor,1594,481,79.9
kodieg,2,2,0,0,30,30,contributor,1594,481,79.9
Akshesh Doshi,6,0,0,0,30,30,active,1594,757,79.9
eschachar,0,3,0,0,30,30,contributor,1594,481,79.9
moe-nadal-ck,0,3,0,0,30,30,contributor,1594,481,79.9
peterjdolan,0,3,0,0,30,30,contributor,1594,481,79.9
kentaasamura,0,3,0,0,30,30,contributor,1594,481,79.9
vlieven,2,2,0,0,30,30,contributor,1594,481,79.9
morgan-dgk,0,3,0,0,30,30,contributor,1594,481,79.9
s7anley,0,3,0,0,30,30,contributor,1594,481,79.9
yoziru,0,3,0,0,30,30,contributor,1594,481,79.9
coufon,0,3,0,0,30,30,contributor,1594,481,79.9
honarkhah,0,3,0,0,30,30,contributor,1594,481,79.9
nadflinn,0,2,5,0,30,30,contributor,1594,481,79.9
jadecodelab,0,3,0,0,30,30,contributor,1594,481,79.9
vijaykramesh,0,3,0,0,30,30,contributor,1594,481,79.9
RJKeevil,0,3,0,0,30,30,contributor,1594,481,79.9
whummer,0,3,0,0,30,30,contributor,1594,481,79.9
diogoalexandrefranco,0,3,0,0,30,30,contributor,1594,481,79.9
realradical,0,2,5,0,30,30,contributor,1594,481,79.9
rohith-sagar,0,3,0,0,30,30,contributor,1594,481,79.9
ClimbsRocks,0,3,0,0,30,30,contributor,1594,481,79.9
m8719-github,0,2,5,0,30,30,contributor,1594,481,79.9
Ignacio Peluffo,6,0,0,0,30,30,active,1594,757,79.9
maroshmka,0,3,0,0,30,30,contributor,1594,481,79.9
gsilk,0,3,0,0,30,30,contributor,1594,481,79.9
Jarek,6,0,0,0,30,30,active,1594,757,79.9
bryce-lewis,2,2,0,0,30,30,contributor,1594,481,79.9
Arjav Patel,6,0,0,0,30,30,active,1594,757,79.9
merwan,0,3,0,0,30,30,contributor,1594,481,79.9
HyunWooZZ,0,2,5,0,30,30,contributor,1594,481,79.9
Haseeb Malik,6,0,0,0,30,30,active,1594,757,79.9
jonshea,0,3,0,0,30,30,contributor,1594,481,79.9
Stijn De Haes,6,0,0,0,30,30,active,1594,757,79.9
Grégoire Bellon-Gervais,6,0,0,0,30,30,active,1594,757,79.9
Itay,6,0,0,0,30,30,active,1594,757,79.9
dclubb,0,3,0,0,30,30,contributor,1594,481,79.9
calfzhou,2,2,0,0,30,30,contributor,1594,481,79.9
Aldo,6,0,0,0,30,30,active,1594,757,79.9
aelzeiny,0,2,5,0,30,30,contributor,1594,481,79.9
Paul Yang,6,0,0,0,30,30,active,1594,757,79.9
iprithv,0,3,0,0,30,30,contributor,1594,481,79.9
Paul Williams,6,0,0,0,30,30,active,1594,757,79.9
Abhik1998,0,3,0,0,30,30,contributor,1594,481,79.9
avram,0,3,0,0,30,30,contributor,1594,481,79.9
jungrae-prestolabs,0,3,0,0,30,30,contributor,1594,481,79.9
Rachana Gogate,6,0,0,0,30,30,active,1594,757,79.9
harrisjoseph,0,3,0,0,30,30,contributor,1594,481,79.9
ashwinshankar77,2,2,0,0,30,30,contributor,1594,481,79.9
dszakallas,0,3,0,0,30,30,contributor,1594,481,79.9
TheSAS,0,3,0,0,30,30,contributor,1594,481,79.9
dougblack,0,3,0,0,30,30,contributor,1594,481,79.9
Kludex,0,2,5,0,30,30,contributor,1594,481,79.9
sanchitburkule,0,2,5,0,30,30,contributor,1594,481,79.9
John Arnold (AZURE),6,0,0,0,30,30,active,1594,757,79.9
saaratstaples,0,3,0,0,30,30,contributor,1594,481,79.9
seangaaab,0,3,0,0,30,30,contributor,1594,481,79.9
Arkoniak,0,3,0,0,30,30,contributor,1594,481,79.9
suzuryo97,2,2,0,0,30,30,contributor,1594,481,79.9
Ilya Rakoshes,6,0,0,0,30,30,active,1594,757,79.9
Marty Jackson,6,0,0,0,30,30,active,1594,757,79.9
saurabhdhupar,0,3,0,0,30,30,contributor,1594,481,79.9
rdavison,0,3,0,0,30,30,contributor,1594,481,79.9
lostkamp,0,3,0,0,30,30,contributor,1594,481,79.9
Felipe Lolas,6,0,0,0,30,30,active,1594,757,79.9
matt2000,0,3,0,0,30,30,contributor,1594,481,79.9
nmyk,2,2,0,0,30,30,contributor,1594,481,79.9
pgzmnk,2,2,0,0,30,30,contributor,1594,481,79.9
sanjana1604,0,3,0,0,30,30,contributor,1594,481,79.9
LyndonFan,0,3,0,0,30,30,contributor,1594,481,79.9
mtp401,0,3,0,0,30,30,contributor,1594,481,79.9
anja-istenic,0,3,0,0,30,30,contributor,1594,481,79.9
chiragtodarka-dd,0,3,0,0,30,30,contributor,1594,481,79.9
hgrif,0,3,0,0,30,30,contributor,1594,481,79.9
Rafał Harabień,6,0,0,0,30,30,active,1594,757,79.9
Tim Swast,6,0,0,0,30,30,active,1594,757,79.9
patrickmckenna,0,3,0,0,30,30,contributor,1594,481,79.9
Lohith M,6,0,0,0,30,30,active,1594,757,79.9
DrFaust92,0,3,0,0,30,30,contributor,1594,481,79.9
evgenyslab,0,3,0,0,30,30,contributor,1594,481,79.9
kfirgollan,0,3,0,0,30,30,contributor,1594,481,79.9
jochem,0,3,0,0,30,30,contributor,1594,481,79.9
jbacon,0,3,0,0,30,30,contributor,1594,481,79.9
abij,0,3,0,0,30,30,contributor,1594,481,79.9
vitorbaptista,0,3,0,0,30,30,contributor,1594,481,79.9
RenGeng,2,2,0,0,30,30,contributor,1594,481,79.9
Pavel Hlushchanka,6,0,0,0,30,30,active,1594,757,79.9
Aryan Khurana,6,0,0,0,30,30,active,1594,757,79.9
dclandau,2,2,0,0,30,30,contributor,1594,481,79.9
prakharcode,0,3,0,0,30,30,contributor,1594,481,79.9
chrissng,2,2,0,0,30,30,contributor,1594,481,79.9
Junyoung Park,6,0,0,0,30,30,active,1594,757,79.9
loustler,0,3,0,0,30,30,contributor,1594,481,79.9
Kosteev Eugene,6,0,0,0,30,30,active,1594,757,79.9
SeonghwanLee,6,0,0,0,30,30,active,1594,757,79.9
guptakumartanuj,0,3,0,0,30,30,contributor,1594,481,79.9
Marcus Levine,6,0,0,0,30,30,active,1594,757,79.9
Shekharrajak,0,2,5,0,30,30,contributor,1594,481,79.9
yajna-pandith,0,3,0,0,30,30,contributor,1594,481,79.9
jordanjeremy,2,2,0,0,30,30,contributor,1594,481,79.9
Alexander Millin,6,0,0,0,30,30,active,1594,757,79.9
reidab,0,3,0,0,30,30,contributor,1594,481,79.9
cliebBS,0,3,0,0,30,30,contributor,1594,481,79.9
volkale,0,3,0,0,30,30,contributor,1594,481,79.9
jesusfcr,0,3,0,0,30,30,contributor,1594,481,79.9
sergiohgz,0,3,0,0,30,30,contributor,1594,481,79.9
Benjamin Tallman,6,0,0,0,30,30,active,1594,757,79.9
zhzhang,2,2,0,0,30,30,contributor,1594,481,79.9
Vedant Lodha,6,0,0,0,30,30,active,1594,757,79.9
Nicholas Travers,6,0,0,0,30,30,active,1594,757,79.9
Ayush-srivastava504,0,3,0,0,30,30,contributor,1594,481,79.9
ekhtiar,0,3,0,0,30,30,contributor,1594,481,79.9
Mateusz Nojek,6,0,0,0,30,30,active,1594,757,79.9
rfrenoy,0,3,0,0,30,30,contributor,1594,481,79.9
gsingh935,0,3,0,0,30,30,contributor,1594,481,79.9
jakahn,0,3,0,0,30,30,contributor,1594,481,79.9
snolan-amount,2,2,0,0,30,30,contributor,1594,481,79.9
omareltomy,0,3,0,0,30,30,contributor,1594,481,79.9
leakec,0,3,0,0,30,30,contributor,1594,481,79.9
bodschut,0,3,0,0,30,30,contributor,1594,481,79.9
Abhishek,6,0,0,0,30,30,active,1594,757,79.9
rfroetscher,0,3,0,0,30,30,contributor,1594,481,79.9
ishan4488,0,3,0,0,30,30,contributor,1594,481,79.9
kmevissen,2,2,0,0,30,30,contributor,1594,481,79.9
ji-han,0,3,0,0,30,30,contributor,1594,481,79.9
benjaminsims,0,3,0,0,30,30,contributor,1594,481,79.9
ProstoMaxim,0,3,0,0,30,30,contributor,1594,481,79.9
rupeshbansal,0,3,0,0,30,30,contributor,1594,481,79.9
Trevor Edwards,6,0,0,0,30,30,active,1594,757,79.9
jao6693,2,2,0,0,30,30,contributor,1594,481,79.9
Ivan,6,0,0,0,30,30,active,1594,757,79.9
ctrebing,0,3,0,0,30,30,contributor,1594,481,79.9
Bartosz Jankiewicz,6,0,0,0,30,30,active,1594,757,79.9
Kian Eliasi,6,0,0,0,30,30,active,1594,757,79.9
KulykDmytro,0,3,0,0,30,30,contributor,1594,481,79.9
dlackty,0,3,0,0,30,30,contributor,1594,481,79.9
Drew J. Sonne,6,0,0,0,30,30,active,1594,757,79.9
Tonkonozhenko,0,3,0,0,30,30,contributor,1594,481,79.9
Alexander Malyga,6,0,0,0,30,30,active,1594,757,79.9
Eric Chang,6,0,0,0,30,30,active,1594,757,79.9
galuszkak,0,3,0,0,30,30,contributor,1594,481,79.9
mattluudo,1,2,2,0,29,29,contributor,1840,671,78.4
adaezebestow,1,2,2,0,29,29,contributor,1840,671,78.4
dybolo,1,2,2,0,29,29,contributor,1840,671,78.4
artilexx,1,2,2,0,29,29,contributor,1840,671,78.4
AlexandrKhabarov,1,1,7,0,29,29,contributor,1840,671,78.4
RichieSK,1,2,2,0,29,29,contributor,1840,671,78.4
dadonnelly316,1,2,2,0,29,29,contributor,1840,671,78.4
ginolegigot,1,2,2,0,29,29,contributor,1840,671,78.4
bmyers-ozette,1,2,2,0,29,29,contributor,1840,671,78.4
smowden,1,2,2,0,29,29,contributor,1840,671,78.4
slmg,1,2,2,0,29,29,contributor,1840,671,78.4
danielenricocahall,0,2,4,0,28,28,contributor,1851,682,78.1
ITJamie,0,2,4,0,28,28,contributor,1851,682,78.1
KyeongJooni,0,2,4,0,28,28,contributor,1851,682,78.1
alikemalocalan,0,1,9,0,28,28,contributor,1851,682,78.1
oripwk,0,2,4,0,28,28,contributor,1851,682,78.1
ngaranko,0,2,4,0,28,28,contributor,1851,682,78.1
sanederchik,0,2,4,0,28,28,contributor,1851,682,78.1
fediabdelhedi,0,2,4,0,28,28,contributor,1851,682,78.1
michalsosn,0,2,4,0,28,28,contributor,1851,682,78.1
xuan616,0,2,4,0,28,28,contributor,1851,682,78.1
josuegen,0,2,4,0,28,28,contributor,1851,682,78.1
tosheer,0,1,9,0,28,28,contributor,1851,682,78.1
bilalaslamseattle,0,0,14,0,28,28,observer,1851,7,78.1
siddartha-ravichandran,0,2,4,0,28,28,contributor,1851,682,78.1
j178,0,1,9,0,28,28,contributor,1851,682,78.1
mariana-marcal-santana,0,1,9,0,28,28,contributor,1851,682,78.1
GuidoTournois,0,2,4,0,28,28,contributor,1851,682,78.1
ninsbl,0,2,4,0,28,28,contributor,1851,682,78.1
maganaluis,0,2,4,0,28,28,contributor,1851,682,78.1
simond,0,2,4,0,28,28,contributor,1851,682,78.1
zhiyong-ong,0,2,4,0,28,28,contributor,1851,682,78.1
R7L208,0,2,4,0,28,28,contributor,1851,682,78.1
Whiskine,0,1,9,0,28,28,contributor,1851,682,78.1
sydykov,0,2,4,0,28,28,contributor,1851,682,78.1
edumuellerFSL,0,2,4,0,28,28,contributor,1851,682,78.1
davidsharp7,0,2,4,0,28,28,contributor,1851,682,78.1
ginone,0,2,4,0,28,28,contributor,1851,682,78.1
Ghoul-SSZ,0,1,9,0,28,28,contributor,1851,682,78.1
debodirno,0,2,4,0,28,28,contributor,1851,682,78.1
KL-2300032590,0,2,4,0,28,28,contributor,1851,682,78.1
rounakdatta,0,2,4,0,28,28,contributor,1851,682,78.1
shreyas-dev,0,1,9,0,28,28,contributor,1851,682,78.1
brighton1101,0,2,4,0,28,28,contributor,1851,682,78.1
pubudu91,0,2,4,0,28,28,contributor,1851,682,78.1
pykenny,0,2,4,0,28,28,contributor,1851,682,78.1
CodingJonas,0,2,4,0,28,28,contributor,1851,682,78.1
ap--,0,2,4,0,28,28,contributor,1851,682,78.1
Parkerhiphop,0,2,4,0,28,28,contributor,1851,682,78.1
markhopson,0,1,9,0,28,28,contributor,1851,682,78.1
kd2718,0,1,9,0,28,28,contributor,1851,682,78.1
baxievski,1,1,6,0,27,27,contributor,1891,721,77.81
cccs-cat001,1,2,1,0,27,27,contributor,1891,721,77.81
jannisko,1,2,1,0,27,27,contributor,1891,721,77.81
yingxuanwangxuan,1,2,1,0,27,27,contributor,1891,721,77.81
