author,commits,prs,comments,reviews,raw_score,score,tier,overall_rank,tier_rank,percentile
CincyBC,0,1,0,0,10,10,contributor,3790,2514,40.02
Ivan Santos,2,0,0,0,10,10,contributor,3790,2514,40.02
Maico Timmerman,2,0,0,0,10,10,contributor,3790,2514,40.02
squingo44,0,1,0,0,10,10,contributor,3790,2514,40.02
Raj,2,0,0,0,10,10,contributor,3790,2514,40.02
dm-tran,0,1,0,0,10,10,contributor,3790,2514,40.02
abitrolly,0,1,0,0,10,10,contributor,3790,2514,40.02
Giuzzilla,0,1,0,0,10,10,contributor,3790,2514,40.02
meysam81,0,1,0,0,10,10,contributor,3790,2514,40.02
adamwhitneysoftwire,0,1,0,0,10,10,contributor,3790,2514,40.02
artur-v-zaripov,0,1,0,0,10,10,contributor,3790,2514,40.02
heavelock,0,1,0,0,10,10,contributor,3790,2514,40.02
q121212,0,1,0,0,10,10,contributor,3790,2514,40.02
ebenoist,0,1,0,0,10,10,contributor,3790,2514,40.02
ssatia,0,1,0,0,10,10,contributor,3790,2514,40.02
Pradeep Kalluri,2,0,0,0,10,10,contributor,3790,2514,40.02
gbenison,0,1,0,0,10,10,contributor,3790,2514,40.02
ibigquant,0,1,0,0,10,10,contributor,3790,2514,40.02
nickmyatt,0,1,0,0,10,10,contributor,3790,2514,40.02
impangt,0,1,0,0,10,10,contributor,3790,2514,40.02
Derrreks,0,1,0,0,10,10,contributor,3790,2514,40.02
adh-wonolo,0,1,0,0,10,10,contributor,3790,2514,40.02
riastrad,0,1,0,0,10,10,contributor,3790,2514,40.02
conradlee,0,1,0,0,10,10,contributor,3790,2514,40.02
tuanhm2911,0,1,0,0,10,10,contributor,3790,2514,40.02
Dharamkumar Gajera,2,0,0,0,10,10,contributor,3790,2514,40.02
rozza,0,1,0,0,10,10,contributor,3790,2514,40.02
qleroy,0,1,0,0,10,10,contributor,3790,2514,40.02
WilliamQLiu,0,1,0,0,10,10,contributor,3790,2514,40.02
AgnesNM,0,1,0,0,10,10,contributor,3790,2514,40.02
natsumehu,0,1,0,0,10,10,contributor,3790,2514,40.02
vladimirbinshtok,0,1,0,0,10,10,contributor,3790,2514,40.02
benjigoldberg,0,1,0,0,10,10,contributor,3790,2514,40.02
luistm,0,1,0,0,10,10,contributor,3790,2514,40.02
ranjanmanish,0,1,0,0,10,10,contributor,3790,2514,40.02
ksolan,0,1,0,0,10,10,contributor,3790,2514,40.02
bonniewhy,0,1,0,0,10,10,contributor,3790,2514,40.02
martinzlocha,0,1,0,0,10,10,contributor,3790,2514,40.02
iroddis,0,1,0,0,10,10,contributor,3790,2514,40.02
stankud,0,1,0,0,10,10,contributor,3790,2514,40.02
utieyin,0,1,0,0,10,10,contributor,3790,2514,40.02
tommalt,0,1,0,0,10,10,contributor,3790,2514,40.02
rguillome,0,1,0,0,10,10,contributor,3790,2514,40.02
sicarul,0,1,0,0,10,10,contributor,3790,2514,40.02
gitstart,0,1,0,0,10,10,contributor,3790,2514,40.02
danassa,0,1,0,0,10,10,contributor,3790,2514,40.02
saikatharryc,0,1,0,0,10,10,contributor,3790,2514,40.02
wdoug,0,1,0,0,10,10,contributor,3790,2514,40.02
HansBambel,0,1,0,0,10,10,contributor,3790,2514,40.02
Hiroki-Engineer,0,1,0,0,10,10,contributor,3790,2514,40.02
jason-z-hang,0,1,0,0,10,10,contributor,3790,2514,40.02
joshuaghezzi,0,1,0,0,10,10,contributor,3790,2514,40.02
Pverheijen,0,1,0,0,10,10,contributor,3790,2514,40.02
mathieumontgomery,0,1,0,0,10,10,contributor,3790,2514,40.02
m-rossi,0,1,0,0,10,10,contributor,3790,2514,40.02
standyro,0,1,0,0,10,10,contributor,3790,2514,40.02
MarcusSorealheis,0,1,0,0,10,10,contributor,3790,2514,40.02
brantlee,0,1,0,0,10,10,contributor,3790,2514,40.02
Mike,2,0,0,0,10,10,contributor,3790,2514,40.02
Igor Dralyuk,2,0,0,0,10,10,contributor,3790,2514,40.02
aaronmyatt,0,1,0,0,10,10,contributor,3790,2514,40.02
keyurusdadiya,0,1,0,0,10,10,contributor,3790,2514,40.02
W. Scott Gromme,2,0,0,0,10,10,contributor,3790,2514,40.02
blaa,0,1,0,0,10,10,contributor,3790,2514,40.02
mikemole,0,1,0,0,10,10,contributor,3790,2514,40.02
SalikramPaudel,0,1,0,0,10,10,contributor,3790,2514,40.02
federicsp,0,1,0,0,10,10,contributor,3790,2514,40.02
jdistler,0,1,0,0,10,10,contributor,3790,2514,40.02
TomAugspurger,0,1,0,0,10,10,contributor,3790,2514,40.02
bertiewooster,0,1,0,0,10,10,contributor,3790,2514,40.02
Chris Hronek,2,0,0,0,10,10,contributor,3790,2514,40.02
MSempere,2,0,0,0,10,10,contributor,3790,2514,40.02
delijati,0,1,0,0,10,10,contributor,3790,2514,40.02
Đỗ Trọng Hải,2,0,0,0,10,10,contributor,3790,2514,40.02
ChaotX,0,1,0,0,10,10,contributor,3790,2514,40.02
villoro,0,1,0,0,10,10,contributor,3790,2514,40.02
imsut,0,1,0,0,10,10,contributor,3790,2514,40.02
Jason Wu,2,0,0,0,10,10,contributor,3790,2514,40.02
ksh24865,0,1,0,0,10,10,contributor,3790,2514,40.02
Stefan Blumentrath,2,0,0,0,10,10,contributor,3790,2514,40.02
nandoquintana,0,1,0,0,10,10,contributor,3790,2514,40.02
yanfangli,2,0,0,0,10,10,contributor,3790,2514,40.02
rgangopadhya,0,1,0,0,10,10,contributor,3790,2514,40.02
nurikk,0,1,0,0,10,10,contributor,3790,2514,40.02
macdub,0,1,0,0,10,10,contributor,3790,2514,40.02
xales,0,1,0,0,10,10,contributor,3790,2514,40.02
NarekA,0,1,0,0,10,10,contributor,3790,2514,40.02
christopheralcock,0,1,0,0,10,10,contributor,3790,2514,40.02
Jakub Novák,2,0,0,0,10,10,contributor,3790,2514,40.02
Shahbaz Aamir,2,0,0,0,10,10,contributor,3790,2514,40.02
dkinzer,0,1,0,0,10,10,contributor,3790,2514,40.02
carterjfulcher,0,1,0,0,10,10,contributor,3790,2514,40.02
Dark-Knight11,0,1,0,0,10,10,contributor,3790,2514,40.02
ryan-williams,0,1,0,0,10,10,contributor,3790,2514,40.02
Jianxuan-Li,0,1,0,0,10,10,contributor,3790,2514,40.02
uesenthi,0,1,0,0,10,10,contributor,3790,2514,40.02
Yuan Chuan Kee,2,0,0,0,10,10,contributor,3790,2514,40.02
omer-ginosar,0,1,0,0,10,10,contributor,3790,2514,40.02
jwi078,0,1,0,0,10,10,contributor,3790,2514,40.02
Nagalenoj,0,1,0,0,10,10,contributor,3790,2514,40.02
nabuskey,0,1,0,0,10,10,contributor,3790,2514,40.02
calefpaz99-design,0,1,0,0,10,10,contributor,3790,2514,40.02
Wang Ran (汪然),2,0,0,0,10,10,contributor,3790,2514,40.02
poupounetjoyeux,0,1,0,0,10,10,contributor,3790,2514,40.02
aditya-sheth-quizizz,0,1,0,0,10,10,contributor,3790,2514,40.02
sohaibqureshii,0,1,0,0,10,10,contributor,3790,2514,40.02
Jianzhun Du,2,0,0,0,10,10,contributor,3790,2514,40.02
Salem Albarudy,2,0,0,0,10,10,contributor,3790,2514,40.02
jckinjo,0,1,0,0,10,10,contributor,3790,2514,40.02
Harisonm,0,1,0,0,10,10,contributor,3790,2514,40.02
Filippo Alimonda,2,0,0,0,10,10,contributor,3790,2514,40.02
EvgenyNik,0,1,0,0,10,10,contributor,3790,2514,40.02
Tom Ross,2,0,0,0,10,10,contributor,3790,2514,40.02
rajatsri28,0,1,0,0,10,10,contributor,3790,2514,40.02
awbush,0,1,0,0,10,10,contributor,3790,2514,40.02
josephangbc,0,1,0,0,10,10,contributor,3790,2514,40.02
pbjc,0,1,0,0,10,10,contributor,3790,2514,40.02
rsecob,0,1,0,0,10,10,contributor,3790,2514,40.02
apekshithr,0,1,0,0,10,10,contributor,3790,2514,40.02
kremogen,0,1,0,0,10,10,contributor,3790,2514,40.02
davidnateberg,0,1,0,0,10,10,contributor,3790,2514,40.02
Bierbarbar,0,1,0,0,10,10,contributor,3790,2514,40.02
yanivsin,0,1,0,0,10,10,contributor,3790,2514,40.02
Luyang Liu,2,0,0,0,10,10,contributor,3790,2514,40.02
sganz,0,1,0,0,10,10,contributor,3790,2514,40.02
Alex Tonkonozhenko,2,0,0,0,10,10,contributor,3790,2514,40.02
kzmain,0,1,0,0,10,10,contributor,3790,2514,40.02
Đặng Minh Dũng,2,0,0,0,10,10,contributor,3790,2514,40.02
saurabhwahile,0,1,0,0,10,10,contributor,3790,2514,40.02
slvwolf,0,1,0,0,10,10,contributor,3790,2514,40.02
sbaltus,0,1,0,0,10,10,contributor,3790,2514,40.02
LostBenjamin,0,1,0,0,10,10,contributor,3790,2514,40.02
Paulius,2,0,0,0,10,10,contributor,3790,2514,40.02
kevinjmullen,0,1,0,0,10,10,contributor,3790,2514,40.02
allanjsx,0,1,0,0,10,10,contributor,3790,2514,40.02
saschwartz,0,1,0,0,10,10,contributor,3790,2514,40.02
Oliver Wannenwetsch,2,0,0,0,10,10,contributor,3790,2514,40.02
longslvr,0,1,0,0,10,10,contributor,3790,2514,40.02
jshvrsn,0,1,0,0,10,10,contributor,3790,2514,40.02
ReptilianBrain,0,1,0,0,10,10,contributor,3790,2514,40.02
Cyril Shcherbin,2,0,0,0,10,10,contributor,3790,2514,40.02
TomatoEgg,0,1,0,0,10,10,contributor,3790,2514,40.02
fj-sanchez,0,1,0,0,10,10,contributor,3790,2514,40.02
kashifkhan,0,1,0,0,10,10,contributor,3790,2514,40.02
fbenevides,0,1,0,0,10,10,contributor,3790,2514,40.02
skogsbaeck,0,1,0,0,10,10,contributor,3790,2514,40.02
loicbenoit,0,1,0,0,10,10,contributor,3790,2514,40.02
rlkelly,0,1,0,0,10,10,contributor,3790,2514,40.02
ocical,0,1,0,0,10,10,contributor,3790,2514,40.02
sdaberdaku,0,1,0,0,10,10,contributor,3790,2514,40.02
Lutz Ostkamp,2,0,0,0,10,10,contributor,3790,2514,40.02
JohannesJungbluth,0,1,0,0,10,10,contributor,3790,2514,40.02
dykderrick,0,1,0,0,10,10,contributor,3790,2514,40.02
jinnovation,0,1,0,0,10,10,contributor,3790,2514,40.02
Riccardo Bini,2,0,0,0,10,10,contributor,3790,2514,40.02
Dalei Li,2,0,0,0,10,10,contributor,3790,2514,40.02
Jonathan Stacks,2,0,0,0,10,10,contributor,3790,2514,40.02
Nick Hughes,2,0,0,0,10,10,contributor,3790,2514,40.02
mr1holmes,0,1,0,0,10,10,contributor,3790,2514,40.02
SML0127,0,1,0,0,10,10,contributor,3790,2514,40.02
sezeerz,0,1,0,0,10,10,contributor,3790,2514,40.02
sellist,0,1,0,0,10,10,contributor,3790,2514,40.02
jgogstad,0,1,0,0,10,10,contributor,3790,2514,40.02
wjo1212,0,1,0,0,10,10,contributor,3790,2514,40.02
vvondra,0,1,0,0,10,10,contributor,3790,2514,40.02
jamescnowell,0,1,0,0,10,10,contributor,3790,2514,40.02
ignitz,0,1,0,0,10,10,contributor,3790,2514,40.02
Emma,2,0,0,0,10,10,contributor,3790,2514,40.02
SolbiatiAlessandro,0,1,0,0,10,10,contributor,3790,2514,40.02
rwitzel,0,1,0,0,10,10,contributor,3790,2514,40.02
kolban-google,0,1,0,0,10,10,contributor,3790,2514,40.02
Zhou Fang,2,0,0,0,10,10,contributor,3790,2514,40.02
vgupta3,0,1,0,0,10,10,contributor,3790,2514,40.02
cubranic,0,1,0,0,10,10,contributor,3790,2514,40.02
vazhuk,0,1,0,0,10,10,contributor,3790,2514,40.02
Jonny Fuller,2,0,0,0,10,10,contributor,3790,2514,40.02
lendle,0,1,0,0,10,10,contributor,3790,2514,40.02
AndreiDev,0,1,0,0,10,10,contributor,3790,2514,40.02
pablo-moreno-mancebo,0,1,0,0,10,10,contributor,3790,2514,40.02
JacobHayes,0,1,0,0,10,10,contributor,3790,2514,40.02
gnthibault,0,1,0,0,10,10,contributor,3790,2514,40.02
neuralgremlin,0,1,0,0,10,10,contributor,3790,2514,40.02
dim-ops,0,1,0,0,10,10,contributor,3790,2514,40.02
lucasfusinato,0,1,0,0,10,10,contributor,3790,2514,40.02
ravimakhijapi,0,1,0,0,10,10,contributor,3790,2514,40.02
Guy Driesen,2,0,0,0,10,10,contributor,3790,2514,40.02
gyandeeps,0,1,0,0,10,10,contributor,3790,2514,40.02
rocketbitz,0,1,0,0,10,10,contributor,3790,2514,40.02
Oleksii Davydenko,2,0,0,0,10,10,contributor,3790,2514,40.02
chinmay-vulcan,0,1,0,0,10,10,contributor,3790,2514,40.02
prabeesh,0,1,0,0,10,10,contributor,3790,2514,40.02
HarryWu99,0,1,0,0,10,10,contributor,3790,2514,40.02
StevenReitsma,0,1,0,0,10,10,contributor,3790,2514,40.02
belidzs,0,1,0,0,10,10,contributor,3790,2514,40.02
ChristianDavis,0,1,0,0,10,10,contributor,3790,2514,40.02
xissy,0,1,0,0,10,10,contributor,3790,2514,40.02
Kyle Nathan Naranjo,2,0,0,0,10,10,contributor,3790,2514,40.02
Ben Mares,2,0,0,0,10,10,contributor,3790,2514,40.02
fabien-sarcel,0,1,0,0,10,10,contributor,3790,2514,40.02
ppenelon,0,1,0,0,10,10,contributor,3790,2514,40.02
mebelousov,0,1,0,0,10,10,contributor,3790,2514,40.02
lsimoneau,0,1,0,0,10,10,contributor,3790,2514,40.02
mpunch1,0,1,0,0,10,10,contributor,3790,2514,40.02
float34,0,1,0,0,10,10,contributor,3790,2514,40.02
ZhukovAlexander,0,1,0,0,10,10,contributor,3790,2514,40.02
Jack-R-lantern,0,1,0,0,10,10,contributor,3790,2514,40.02
m-racine,0,1,0,0,10,10,contributor,3790,2514,40.02
Nathan Rousseau,2,0,0,0,10,10,contributor,3790,2514,40.02
yaswanthrajyadiki,0,1,0,0,10,10,contributor,3790,2514,40.02
ArjunSharda,0,1,0,0,10,10,contributor,3790,2514,40.02
asherkhb,0,1,0,0,10,10,contributor,3790,2514,40.02
antoinetavant,0,1,0,0,10,10,contributor,3790,2514,40.02
joeycumines-scw,0,1,0,0,10,10,contributor,3790,2514,40.02
brunokloss,0,1,0,0,10,10,contributor,3790,2514,40.02
Ajay Yadava,2,0,0,0,10,10,contributor,3790,2514,40.02
shyam-cb,0,1,0,0,10,10,contributor,3790,2514,40.02
EamonKeane,0,1,0,0,10,10,contributor,3790,2514,40.02
samc1213,0,1,0,0,10,10,contributor,3790,2514,40.02
stevencasey,0,1,0,0,10,10,contributor,3790,2514,40.02
erssebaggala,0,1,0,0,10,10,contributor,3790,2514,40.02
jharriman,0,1,0,0,10,10,contributor,3790,2514,40.02
mhue,0,1,0,0,10,10,contributor,3790,2514,40.02
Jayyadav1903,0,1,0,0,10,10,contributor,3790,2514,40.02
DilanJT,0,1,0,0,10,10,contributor,3790,2514,40.02
KailashSatkuri-warangal,0,1,0,0,10,10,contributor,3790,2514,40.02
kalyanaramansanthanam,0,1,0,0,10,10,contributor,3790,2514,40.02
tromika,0,1,0,0,10,10,contributor,3790,2514,40.02
Ján Koščo,2,0,0,0,10,10,contributor,3790,2514,40.02
Dax Mahoney,2,0,0,0,10,10,contributor,3790,2514,40.02
c-nuro,0,1,0,0,10,10,contributor,3790,2514,40.02
OscarCarPu,0,1,0,0,10,10,contributor,3790,2514,40.02
suzil,0,1,0,0,10,10,contributor,3790,2514,40.02
torkjel,0,1,0,0,10,10,contributor,3790,2514,40.02
klickagent,0,1,0,0,10,10,contributor,3790,2514,40.02
dcecchini,0,1,0,0,10,10,contributor,3790,2514,40.02
willyyang,0,1,0,0,10,10,contributor,3790,2514,40.02
Dan Vaughan,2,0,0,0,10,10,contributor,3790,2514,40.02
sheinbergon,0,1,0,0,10,10,contributor,3790,2514,40.02
fedorkobak,0,1,0,0,10,10,contributor,3790,2514,40.02
felipefb,0,1,0,0,10,10,contributor,3790,2514,40.02
robertvolkmann,0,1,0,0,10,10,contributor,3790,2514,40.02
kimvanwyk,0,1,0,0,10,10,contributor,3790,2514,40.02
hamedsh,0,1,0,0,10,10,contributor,3790,2514,40.02
lmaczulajtys,0,1,0,0,10,10,contributor,3790,2514,40.02
boiler,0,1,0,0,10,10,contributor,3790,2514,40.02
rivolity,0,1,0,0,10,10,contributor,3790,2514,40.02
ggeorgiadis,0,1,0,0,10,10,contributor,3790,2514,40.02
Starefossen,0,1,0,0,10,10,contributor,3790,2514,40.02
janfrederik,0,1,0,0,10,10,contributor,3790,2514,40.02
akompos,0,1,0,0,10,10,contributor,3790,2514,40.02
higumachan,0,1,0,0,10,10,contributor,3790,2514,40.02
bharatnc,0,1,0,0,10,10,contributor,3790,2514,40.02
cameres,0,1,0,0,10,10,contributor,3790,2514,40.02
Rishi Kulkarni,2,0,0,0,10,10,contributor,3790,2514,40.02
grotos,0,1,0,0,10,10,contributor,3790,2514,40.02
Codingaditya17,0,1,0,0,10,10,contributor,3790,2514,40.02
patchandpray,0,1,0,0,10,10,contributor,3790,2514,40.02
gyamxxx,0,1,0,0,10,10,contributor,3790,2514,40.02
AndreasAlbertQC,0,1,0,0,10,10,contributor,3790,2514,40.02
brennerpablo,0,1,0,0,10,10,contributor,3790,2514,40.02
packbase,0,1,0,0,10,10,contributor,3790,2514,40.02
nzdable,0,1,0,0,10,10,contributor,3790,2514,40.02
marchenko1985,0,1,0,0,10,10,contributor,3790,2514,40.02
venufix,0,1,0,0,10,10,contributor,3790,2514,40.02
vianhazman,0,1,0,0,10,10,contributor,3790,2514,40.02
Padarn,0,1,0,0,10,10,contributor,3790,2514,40.02
duynguyenhoang,0,1,0,0,10,10,contributor,3790,2514,40.02
dennisobrien,0,1,0,0,10,10,contributor,3790,2514,40.02
victorddiniz,0,1,0,0,10,10,contributor,3790,2514,40.02
haoch,0,1,0,0,10,10,contributor,3790,2514,40.02
spdeshpande,0,1,0,0,10,10,contributor,3790,2514,40.02
manugarri,0,1,0,0,10,10,contributor,3790,2514,40.02
schosterbarak,0,1,0,0,10,10,contributor,3790,2514,40.02
dmelchor-stripe,0,1,0,0,10,10,contributor,3790,2514,40.02
mahdi alizade,2,0,0,0,10,10,contributor,3790,2514,40.02
Ian Suvak,2,0,0,0,10,10,contributor,3790,2514,40.02
CastielWong,0,1,0,0,10,10,contributor,3790,2514,40.02
kaydee-edb,0,1,0,0,10,10,contributor,3790,2514,40.02
Dan Aronson,2,0,0,0,10,10,contributor,3790,2514,40.02
emartgu,0,1,0,0,10,10,contributor,3790,2514,40.02
codebuff,0,1,0,0,10,10,contributor,3790,2514,40.02
tmccartan,0,1,0,0,10,10,contributor,3790,2514,40.02
debek,0,1,0,0,10,10,contributor,3790,2514,40.02
wesolowskim,0,1,0,0,10,10,contributor,3790,2514,40.02
jacobeturpin,0,1,0,0,10,10,contributor,3790,2514,40.02
wherrmann,0,1,0,0,10,10,contributor,3790,2514,40.02
gitter-badger,0,1,0,0,10,10,contributor,3790,2514,40.02
Kiretori,0,1,0,0,10,10,contributor,3790,2514,40.02
harikaduyu,0,1,0,0,10,10,contributor,3790,2514,40.02
Tanguy,2,0,0,0,10,10,contributor,3790,2514,40.02
mikeghen,0,1,0,0,10,10,contributor,3790,2514,40.02
RefiPeretz,0,1,0,0,10,10,contributor,3790,2514,40.02
Gwak Beomgyu,2,0,0,0,10,10,contributor,3790,2514,40.02
shmanu017,0,1,0,0,10,10,contributor,3790,2514,40.02
himank,0,1,0,0,10,10,contributor,3790,2514,40.02
Adan Rosales,2,0,0,0,10,10,contributor,3790,2514,40.02
Tomasz Bartczak,2,0,0,0,10,10,contributor,3790,2514,40.02
vincelevey,0,1,0,0,10,10,contributor,3790,2514,40.02
Jason Jho,2,0,0,0,10,10,contributor,3790,2514,40.02
felipetancredo,0,1,0,0,10,10,contributor,3790,2514,40.02
SBurwash,0,1,0,0,10,10,contributor,3790,2514,40.02
thomasruiz,0,1,0,0,10,10,contributor,3790,2514,40.02
cploonker,0,1,0,0,10,10,contributor,3790,2514,40.02
Mário Hunka,2,0,0,0,10,10,contributor,3790,2514,40.02
gunziptarball,0,1,0,0,10,10,contributor,3790,2514,40.02
alexisrosuel,0,1,0,0,10,10,contributor,3790,2514,40.02
mkravtsov-fetchrewards,0,1,0,0,10,10,contributor,3790,2514,40.02
hweecat,0,1,0,0,10,10,contributor,3790,2514,40.02
konqui0,0,1,0,0,10,10,contributor,3790,2514,40.02
darrenmk,0,1,0,0,10,10,contributor,3790,2514,40.02
WilliamTun,0,1,0,0,10,10,contributor,3790,2514,40.02
yangmingfu404,0,1,0,0,10,10,contributor,3790,2514,40.02
Anay Nayak,2,0,0,0,10,10,contributor,3790,2514,40.02
Habibullah Oladepo,2,0,0,0,10,10,contributor,3790,2514,40.02
maycuatroi1,0,1,0,0,10,10,contributor,3790,2514,40.02
mohiuddin-khan-shiam,0,1,0,0,10,10,contributor,3790,2514,40.02
fkabs,0,1,0,0,10,10,contributor,3790,2514,40.02
dcox,0,1,0,0,10,10,contributor,3790,2514,40.02
CaselIT,0,1,0,0,10,10,contributor,3790,2514,40.02
Jonathan Stott,2,0,0,0,10,10,contributor,3790,2514,40.02
Tomás Farías Santana,2,0,0,0,10,10,contributor,3790,2514,40.02
CaptnSalazar,0,1,0,0,10,10,contributor,3790,2514,40.02
Waldo92,0,1,0,0,10,10,contributor,3790,2514,40.02
schwartzpub,0,1,0,0,10,10,contributor,3790,2514,40.02
SaurabhBajaj,0,1,0,0,10,10,contributor,3790,2514,40.02
ttencate,0,1,0,0,10,10,contributor,3790,2514,40.02
federico-zb,0,1,0,0,10,10,contributor,3790,2514,40.02
maraca,0,1,0,0,10,10,contributor,3790,2514,40.02
elipapa,0,1,0,0,10,10,contributor,3790,2514,40.02
sudowork,0,1,0,0,10,10,contributor,3790,2514,40.02
Caerbannog,0,1,0,0,10,10,contributor,3790,2514,40.02
ramannanda,0,1,0,0,10,10,contributor,3790,2514,40.02
Ivica Kolenkaš,2,0,0,0,10,10,contributor,3790,2514,40.02
GeorgeSirois,0,1,0,0,10,10,contributor,3790,2514,40.02
thawk105,0,1,0,0,10,10,contributor,3790,2514,40.02
saurabh3091,0,1,0,0,10,10,contributor,3790,2514,40.02
vezeli,0,1,0,0,10,10,contributor,3790,2514,40.02
naoyak,0,1,0,0,10,10,contributor,3790,2514,40.02
songyanho,0,1,0,0,10,10,contributor,3790,2514,40.02
abhishekray07,0,1,0,0,10,10,contributor,3790,2514,40.02
norknium,0,1,0,0,10,10,contributor,3790,2514,40.02
lmarvaud,0,1,0,0,10,10,contributor,3790,2514,40.02
fernandosjp,0,1,0,0,10,10,contributor,3790,2514,40.02
rllin-fathom,0,1,0,0,10,10,contributor,3790,2514,40.02
highpon,0,1,0,0,10,10,contributor,3790,2514,40.02
Quimstr,0,1,0,0,10,10,contributor,3790,2514,40.02
JLDLaughlin,0,1,0,0,10,10,contributor,3790,2514,40.02
Omkar Desai,2,0,0,0,10,10,contributor,3790,2514,40.02
prajyotnaik3,0,1,0,0,10,10,contributor,3790,2514,40.02
IvanUkhov,0,1,0,0,10,10,contributor,3790,2514,40.02
temmyzeus,0,1,0,0,10,10,contributor,3790,2514,40.02
Karun Japhet,2,0,0,0,10,10,contributor,3790,2514,40.02
xingdao,0,1,0,0,10,10,contributor,3790,2514,40.02
billstark,0,1,0,0,10,10,contributor,3790,2514,40.02
rgrizzell,0,1,0,0,10,10,contributor,3790,2514,40.02
Arielyos93,0,1,0,0,10,10,contributor,3790,2514,40.02
arvindeybram,0,1,0,0,10,10,contributor,3790,2514,40.02
dvfeinblum-betterment,0,1,0,0,10,10,contributor,3790,2514,40.02
aakside,0,1,0,0,10,10,contributor,3790,2514,40.02
Tianyou Gu,2,0,0,0,10,10,contributor,3790,2514,40.02
Marcin Molak,2,0,0,0,10,10,contributor,3790,2514,40.02
msardana94,0,1,0,0,10,10,contributor,3790,2514,40.02
junis,2,0,0,0,10,10,contributor,3790,2514,40.02
LeBlanc,0,1,0,0,10,10,contributor,3790,2514,40.02
k29deepak,0,1,0,0,10,10,contributor,3790,2514,40.02
cromgit,0,1,0,0,10,10,contributor,3790,2514,40.02
sandeepmandal70,0,1,0,0,10,10,contributor,3790,2514,40.02
Johanna Öjeling,2,0,0,0,10,10,contributor,3790,2514,40.02
jucke,0,1,0,0,10,10,contributor,3790,2514,40.02
yampelo,0,1,0,0,10,10,contributor,3790,2514,40.02
Mrngilles,0,1,0,0,10,10,contributor,3790,2514,40.02
Fortytwo,2,0,0,0,10,10,contributor,3790,2514,40.02
barrachri,0,1,0,0,10,10,contributor,3790,2514,40.02
nheer,0,1,0,0,10,10,contributor,3790,2514,40.02
InFiNiTy0639,0,1,0,0,10,10,contributor,3790,2514,40.02
mpermana,0,1,0,0,10,10,contributor,3790,2514,40.02
Taylor Murphy,2,0,0,0,10,10,contributor,3790,2514,40.02
CalRobert,0,1,0,0,10,10,contributor,3790,2514,40.02
avram-dames,0,1,0,0,10,10,contributor,3790,2514,40.02
lsenjov,0,1,0,0,10,10,contributor,3790,2514,40.02
evinism,0,1,0,0,10,10,contributor,3790,2514,40.02
Castle Cheng,2,0,0,0,10,10,contributor,3790,2514,40.02
pwoods25443,0,1,0,0,10,10,contributor,3790,2514,40.02
PannawatChauychoo,0,1,0,0,10,10,contributor,3790,2514,40.02
TediPapajorgji,0,1,0,0,10,10,contributor,3790,2514,40.02
mjkonarski-b,0,1,0,0,10,10,contributor,3790,2514,40.02
jongyoul,0,1,0,0,10,10,contributor,3790,2514,40.02
muriumiqbal,0,1,0,0,10,10,contributor,3790,2514,40.02
morningcloud,0,1,0,0,10,10,contributor,3790,2514,40.02
saigopal,0,1,0,0,10,10,contributor,3790,2514,40.02
onggizam,0,1,0,0,10,10,contributor,3790,2514,40.02
mtilda,0,1,0,0,10,10,contributor,3790,2514,40.02
henryzhangsta,0,1,0,0,10,10,contributor,3790,2514,40.02
kunz07,0,1,0,0,10,10,contributor,3790,2514,40.02
kmdupr33,0,1,0,0,10,10,contributor,3790,2514,40.02
mehdigati,0,1,0,0,10,10,contributor,3790,2514,40.02
davidshur,0,1,0,0,10,10,contributor,3790,2514,40.02
flo076,0,1,0,0,10,10,contributor,3790,2514,40.02
nitish-samsung-jha,0,1,0,0,10,10,contributor,3790,2514,40.02
le749,0,1,0,0,10,10,contributor,3790,2514,40.02
xiaoliangsc,0,1,0,0,10,10,contributor,3790,2514,40.02
eitan-shalev,0,1,0,0,10,10,contributor,3790,2514,40.02
Augusto Herrmann,2,0,0,0,10,10,contributor,3790,2514,40.02
dewaldabrie,0,1,0,0,10,10,contributor,3790,2514,40.02
christophergrant,0,1,0,0,10,10,contributor,3790,2514,40.02
Olivier Girardot,2,0,0,0,10,10,contributor,3790,2514,40.02
Jacob Kim,2,0,0,0,10,10,contributor,3790,2514,40.02
Yati Sagade,2,0,0,0,10,10,contributor,3790,2514,40.02
jakebiesinger,0,1,0,0,10,10,contributor,3790,2514,40.02
fmoor,0,1,0,0,10,10,contributor,3790,2514,40.02
MikaYuoadas,0,1,0,0,10,10,contributor,3790,2514,40.02
marcweil,0,1,0,0,10,10,contributor,3790,2514,40.02
wangxisea,0,1,0,0,10,10,contributor,3790,2514,40.02
avborhanian,0,1,0,0,10,10,contributor,3790,2514,40.02
mtahakhan,0,1,0,0,10,10,contributor,3790,2514,40.02
j450h1,0,1,0,0,10,10,contributor,3790,2514,40.02
varunvora,0,1,0,0,10,10,contributor,3790,2514,40.02
pierluc-codes,0,1,0,0,10,10,contributor,3790,2514,40.02
spennihana,0,1,0,0,10,10,contributor,3790,2514,40.02
kleese,0,1,0,0,10,10,contributor,3790,2514,40.02
razius,0,1,0,0,10,10,contributor,3790,2514,40.02
hafid-d,0,1,0,0,10,10,contributor,3790,2514,40.02
DucNgn,0,1,0,0,10,10,contributor,3790,2514,40.02
